,Car_Name,Brand_Name,Engine Capacity,Category,Body Condition,model Year,Milage,Fuel Type,Transmission,Color,City Registered,Price
0,Alsvin,Changan,1500,Sedan,Good,2022,57000,Petrol,Automatic,Steller White,Islamabad,38.5
1,Alsvin,Changan,1500,Sedan,Excellent,2022,23000,Petrol,Automatic,Steller White,Punjab,36.95
2,Alsvin,Changan,1500,Sedan,Good,2022,11900,Petrol,Automatic,Galaxy Black,Islamabad,36.9
3,Alsvin,Changan,1500,Sedan,Fair,2021,40000,Petrol,Automatic,Silver,Islamabad,37.5
4,Alsvin,Changan,1500,Sedan,Good,2022,16000,Petrol,Automatic,Black,Karachi,37.5
5,Alsvin,Changan,1500,Sedan,Fair,2021,37426,Petrol,Automatic,Lunar Silver,Punjab,39.0
6,Alsvin,Changan,1500,Sedan,Good,2022,20589,Petrol,Manual,White,Punjab,34.9
7,Alsvin,Changan,1500,Sedan,Excellent,2022,33719,Petrol,Automatic,Black,Sindh,40.0
8,Alsvin,Changan,1500,Sedan,Good,2022,34410,Petrol,Automatic,Lunar Silver,Islamabad,35.5
9,Alsvin,Changan,1500,Sedan,Excellent,2021,27000,Petrol,Automatic,Silver,Punjab,36.95
10,Alsvin,Changan,1500,Sedan,Excellent,2022,35000,Petrol,Automatic,White,Islamabad,42.5
11,Alsvin,Changan,1500,Sedan,Good,2022,4400,Petrol,Automatic,Lunar Silver,Punjab,38.0
12,Alsvin,Changan,1300,Sedan,Good,2021,32000,Petrol,Manual,White,Lahore,30.4
13,Alsvin,Changan,1500,Sedan,Excellent,2021,63000,Petrol,Automatic,Steller White,Islamabad,36.0
14,Alsvin,Changan,1500,Sedan,Good,2021,62000,Petrol,Automatic,Steller White,Punjab,34.5
15,Alsvin,Changan,1500,Sedan,Excellent,2022,42000,Petrol,Automatic,Black,Sindh,35.5
16,Alsvin,Changan,1500,Sedan,Excellent,2021,62500,Petrol,Automatic,Steller White,Islamabad,36.5
17,Alsvin,Changan,1500,Sedan,Excellent,2021,33000,Petrol,Automatic,Steller White,Punjab,36.5
18,Alsvin,Changan,1500,Sedan,Good,2022,14000,Petrol,Automatic,Lunar Silver,Islamabad,40.5
19,Alsvin,Changan,1500,Sedan,Excellent,2021,22000,Petrol,Automatic,Grey,Sindh,38.0
20,Alsvin,Changan,1500,Sedan,Excellent,2022,28465,Petrol,Automatic,Steller White,Punjab,37.95
21,Alsvin,Changan,1500,Sedan,Excellent,2022,14300,Petrol,Automatic,Space Gray,Punjab,40.0
22,Alsvin,Changan,1500,Sedan,Excellent,2022,35000,Petrol,Automatic,White,Islamabad,40.0
23,Alsvin,Changan,1500,Sedan,Excellent,2021,29000,Petrol,Manual,White,Punjab,31.5
24,Alsvin,Changan,1500,Sedan,Excellent,2022,28500,Petrol,Automatic,Lunar Silver,Islamabad,38.5
25,Alsvin,Changan,1300,Sedan,Excellent,2023,5000,Petrol,Manual,Galaxy Black,Punjab,37.0
26,Alsvin,Changan,1300,Sedan,Poor,2021,55000,Petrol,Manual,Lunar Silver,Punjab,31.5
27,Alsvin,Changan,1500,Sedan,Excellent,2024,7000,Petrol,Automatic,Steller White,Un-Registered,44.5
28,Alsvin,Changan,1500,Sedan,Good,2022,23000,Petrol,Automatic,White,Punjab,35.95
29,Alsvin,Changan,1500,Sedan,Good,2023,10000,Petrol,Automatic,White,Islamabad,44.0
30,Alsvin,Changan,1500,Sedan,Good,2021,39814,Petrol,Automatic,Steller White,Lahore,37.4
31,Alsvin,Changan,1500,Sedan,Excellent,2021,18000,Petrol,Automatic,Steller White,Sindh,34.75
32,Alsvin,Changan,1500,Sedan,Excellent,2022,61851,Petrol,Automatic,Lunar Silver,Islamabad,36.5
33,Alsvin,Changan,1500,Sedan,Excellent,2022,23000,Petrol,Automatic,White,Punjab,40.0
34,Alsvin,Changan,1500,Sedan,Fair,2021,34950,Petrol,Automatic,Steller White,Punjab,36.75
35,Alsvin,Changan,1500,Sedan,Fair,2022,12285,Petrol,Automatic,Galaxy Black,Karachi,38.5
36,Alsvin,Changan,1500,Sedan,Good,2022,22000,Petrol,Automatic,Steller White,Sindh,36.5
37,Alsvin,Changan,1500,Sedan,Excellent,2022,54000,Petrol,Automatic,White,Islamabad,40.0
38,Alsvin,Changan,1500,Sedan,Excellent,2022,20300,Petrol,Automatic,Galaxy Black,Islamabad,40.6
39,Alsvin,Changan,1500,Sedan,Good,2023,25000,Petrol,Automatic,White,Islamabad,42.5
40,Alsvin,Changan,1500,Sedan,Excellent,2022,11700,Petrol,Automatic,Steller White,Sindh,38.0
41,Alsvin,Changan,1500,Sedan,Good,2022,21000,Petrol,Automatic,Lunar Silver,Karachi,40.0
42,Alsvin,Changan,1500,Sedan,Excellent,2021,50000,Petrol,Automatic,Steller White,Karachi,36.5
43,Alsvin,Changan,1300,Sedan,Excellent,2023,500,Petrol,Manual,Nebula Blue,Islamabad,36.5
44,Alsvin,Changan,1500,Sedan,Excellent,2022,15000,Petrol,Automatic,White,Sindh,35.0
45,Alsvin,Changan,1500,Sedan,Good,2022,13000,Petrol,Automatic,Lunar Silver,Punjab,39.5
46,Alsvin,Changan,1500,Sedan,Excellent,2021,44000,Petrol,Automatic,White,Islamabad,38.0
47,Alsvin,Changan,1500,Sedan,Good,2022,20589,Petrol,Manual,White,Punjab,34.9
48,Alsvin,Changan,1500,Sedan,Excellent,2022,58000,Petrol,Automatic,White,Islamabad,38.85
49,Alsvin,Changan,1500,Sedan,Excellent,2021,32000,Petrol,Automatic,Galaxy Black,Sindh,35.25
50,Alsvin,Changan,1500,Sedan,Excellent,2022,33719,Petrol,Automatic,Black,Sindh,40.0
51,Alsvin,Changan,1500,Sedan,Good,2022,34410,Petrol,Automatic,Lunar Silver,Islamabad,35.5
52,Alsvin,Changan,1500,Sedan,Excellent,2021,27000,Petrol,Automatic,Silver,Punjab,36.95
53,Alsvin,Changan,1500,Sedan,Good,2022,7000,Petrol,Automatic,White,Islamabad,41.0
54,Alsvin,Changan,1500,Sedan,Excellent,2021,23000,Petrol,Automatic,Steller White,Karachi,37.5
55,Alsvin,Changan,1500,Sedan,Excellent,2022,38900,Petrol,Automatic,Galaxy Black,Lahore,36.75
56,Alsvin,Changan,1500,Sedan,Good,2021,62000,Petrol,Automatic,Silver,Punjab,37.0
57,Alsvin,Changan,1500,Sedan,Excellent,2022,20000,Petrol,Automatic,White,Punjab,40.0
58,Alsvin,Changan,1500,Sedan,Good,2022,21000,Petrol,Automatic,Space Gray,Sindh,37.0
59,Alsvin,Changan,1500,Sedan,Good,2022,14500,Petrol,Automatic,Silver,Islamabad,41.5
60,Alsvin,Changan,1500,Sedan,Fair,2022,15000,Petrol,Automatic,Grey,Lahore,37.99
61,Alsvin,Changan,1500,Sedan,Good,2022,43000,Petrol,Automatic,Steller White,Karachi,37.25
62,Alsvin,Changan,1500,Sedan,Good,2022,45367,Petrol,Automatic,Galaxy Black,Punjab,37.8
63,Alsvin,Changan,1500,Sedan,Fair,2021,64000,Petrol,Automatic,Steller White,Islamabad,36.85
64,Alsvin,Changan,1300,Sedan,Good,2021,28750,Petrol,Manual,Black,Karachi,31.5
65,Alsvin,Changan,1500,Sedan,Good,2022,58000,Petrol,Automatic,White,Islamabad,38.5
66,Alsvin,Changan,1500,Sedan,Excellent,2022,60000,Petrol,Automatic,Silver,Punjab,36.0
67,Alsvin,Changan,1300,Sedan,Excellent,2022,11000,Petrol,Manual,Black,Islamabad,35.0
68,Alsvin,Changan,1500,Sedan,Good,2022,38000,Petrol,Automatic,Steller White,Islamabad,42.5
69,Alsvin,Changan,1500,Sedan,Excellent,2022,28000,Petrol,Automatic,Grey,Punjab,37.5
70,Alsvin,Changan,1500,Sedan,Good,2022,42509,Petrol,Automatic,Galaxy Black,Punjab,41.5
71,Alsvin,Changan,1300,Sedan,Excellent,2021,62000,Petrol,Manual,Royal Blue,Punjab,32.0
72,Alsvin,Changan,1500,Sedan,Poor,2022,34065,Petrol,Automatic,Steller White,Karachi,39.0
73,Alsvin,Changan,1500,Sedan,Excellent,2022,48000,Petrol,Automatic,White,Islamabad,37.5
74,Alsvin,Changan,1500,Sedan,Good,2022,18000,Petrol,Automatic,Galaxy Black,Punjab,39.5
75,Alsvin,Changan,1500,Sedan,Excellent,2021,18000,Petrol,Automatic,Steller White,Sindh,34.75
76,Alsvin,Changan,1500,Sedan,Excellent,2022,61851,Petrol,Automatic,Lunar Silver,Islamabad,36.5
77,Alsvin,Changan,1500,Sedan,Fair,2022,39000,Petrol,Automatic,Steller White,Punjab,39.0
78,Alsvin,Changan,1500,Sedan,Good,2021,9200,Petrol,Automatic,Steller White,Punjab,40.0
79,Alsvin,Changan,1500,Sedan,Excellent,2022,23000,Petrol,Automatic,White,Punjab,40.0
80,Alsvin,Changan,1300,Sedan,Excellent,2021,73000,Petrol,Manual,Steller White,Punjab,33.5
81,Alsvin,Changan,1500,Sedan,Fair,2022,37000,Petrol,Automatic,Steller White,Islamabad,39.0
82,Alsvin,Changan,1500,Sedan,Excellent,2022,23500,Petrol,Automatic,Silver,Sindh,37.25
83,Alsvin,Changan,1500,Sedan,Excellent,2022,40000,Petrol,Automatic,Steller White,Islamabad,37.0
84,Alsvin,Changan,1500,Sedan,Good,2021,24000,Petrol,Automatic,Black,Karachi,38.0
85,Alsvin,Changan,1500,Sedan,Fair,2021,34950,Petrol,Automatic,Steller White,Punjab,36.75
86,Alsvin,Changan,1500,Sedan,Good,2021,29000,Petrol,Automatic,White,Punjab,35.0
87,Alsvin,Changan,1500,Sedan,Excellent,2022,18000,Petrol,Automatic,Silver,Larkana,42.0
88,Alsvin,Changan,1500,Sedan,Fair,2022,12285,Petrol,Automatic,Galaxy Black,Karachi,38.5
89,Alsvin,Changan,1500,Sedan,Good,2022,26000,Petrol,Automatic,White,Punjab,37.5
90,Alsvin,Changan,1500,Sedan,Excellent,2021,19000,Petrol,Automatic,Steller White,Sindh,40.0
91,Alsvin,Changan,1500,Sedan,Excellent,2022,1800,Petrol,Automatic,White,Sindh,41.5
92,Alsvin,Changan,1500,Sedan,Excellent,2022,35000,Petrol,Automatic,Lunar Silver,Sindh,40.0
93,Alsvin,Changan,1500,Sedan,Excellent,2021,29000,Petrol,Automatic,Steller White,Karachi,35.4
94,Alsvin,Changan,1500,Sedan,Excellent,2021,27500,Petrol,Automatic,Steller White,Punjab,39.5
95,Alsvin,Changan,1500,Sedan,Good,2021,30000,Petrol,Automatic,Steller White,Punjab,36.9
96,Alsvin,Changan,1500,Sedan,Excellent,2022,27000,Petrol,Automatic,Steller White,Islamabad,42.5
97,Alsvin,Changan,1500,Sedan,Excellent,2021,20000,Petrol,Automatic,Steller White,Lahore,34.5
98,Alsvin,Changan,1500,Sedan,Excellent,2021,21971,Petrol,Automatic,Lunar Silver,Sindh,36.0
99,Alsvin,Changan,1500,Sedan,Good,2021,63627,Petrol,Automatic,Steller White,Karachi,35.0
100,Alsvin,Changan,1500,Sedan,Excellent,2024,7000,Petrol,Automatic,Steller White,Islamabad,42.5
101,Alsvin,Changan,1500,Sedan,Good,2022,35500,Petrol,Automatic,Black,Sindh,37.0
102,Alsvin,Changan,1500,Sedan,Excellent,2022,48000,Petrol,Automatic,Black,Punjab,38.95
103,Alsvin,Changan,1500,Sedan,Excellent,2022,40000,Petrol,Automatic,Silver,Islamabad,39.5
104,Alsvin,Changan,1500,Sedan,Good,2022,22000,Petrol,Automatic,Steller White,Sindh,36.5
105,Alsvin,Changan,1500,Sedan,Excellent,2021,58000,Petrol,Automatic,Steller White,Islamabad,42.0
106,Alsvin,Changan,1500,Sedan,Excellent,2022,54000,Petrol,Automatic,White,Islamabad,40.0
107,Alsvin,Changan,1500,Sedan,Fair,2022,15000,Petrol,Automatic,Cosmic Red,Punjab,36.5
108,Alsvin,Changan,1500,Sedan,Excellent,2022,10000,Petrol,Automatic,Space Gray,Lahore,43.5
109,Alsvin,Changan,1500,Sedan,Excellent,2022,20300,Petrol,Automatic,Galaxy Black,Islamabad,40.6
110,Alsvin,Changan,1500,Sedan,Excellent,2022,32000,Petrol,Automatic,Black,Punjab,36.0
111,Alsvin,Changan,1500,Sedan,Excellent,2021,43000,Petrol,Automatic,Steller White,Punjab,37.4
112,Alsvin,Changan,1500,Sedan,Excellent,2021,43000,Petrol,Automatic,Black,Islamabad,37.75
113,Alsvin,Changan,1500,Sedan,Good,2021,23655,Petrol,Automatic,Lunar Silver,Punjab,38.5
114,Alsvin,Changan,1500,Sedan,Good,2021,17850,Petrol,Automatic,White,Punjab,33.95
115,Alsvin,Changan,1500,Sedan,Fair,2021,29000,Petrol,Automatic,White,Islamabad,40.0
116,Alsvin,Changan,1500,Sedan,Good,2023,25000,Petrol,Automatic,White,Islamabad,42.5
117,Alsvin,Changan,1500,Sedan,Excellent,2021,40000,Petrol,Automatic,Galaxy Black,Islamabad,38.5
118,Alsvin,Changan,1500,Sedan,Excellent,2022,6000,Petrol,Automatic,Steller White,Punjab,38.0
119,Alsvin,Changan,1500,Sedan,Good,2021,9700,Petrol,Automatic,Black,Islamabad,41.0
120,Alsvin,Changan,1500,Sedan,Excellent,2022,39000,Petrol,Automatic,Space Gray,Islamabad,42.5
121,Alsvin,Changan,1500,Sedan,Good,2022,26000,Petrol,Automatic,Steller White,Punjab,39.0
122,Alsvin,Changan,1500,Sedan,Excellent,2022,24000,Petrol,Automatic,Silver,Punjab,41.0
123,Alsvin,Changan,1500,Sedan,Good,2022,43000,Petrol,Automatic,Steller White,Karachi,37.25
124,Alsvin,Changan,1500,Sedan,Good,2022,45367,Petrol,Automatic,Galaxy Black,Punjab,37.8
125,Alsvin,Changan,1500,Sedan,Fair,2021,64000,Petrol,Automatic,Steller White,Islamabad,36.85
126,Alsvin,Changan,1300,Sedan,Good,2021,28750,Petrol,Manual,Black,Karachi,31.5
127,Alsvin,Changan,1300,Sedan,Good,2021,28750,Petrol,Manual,Black,Karachi,31.5
128,Alsvin,Changan,1500,Sedan,Excellent,2022,25400,Petrol,Automatic,Steller White,Islamabad,39.5
129,Alsvin,Changan,1500,Sedan,Good,2023,20000,Petrol,Automatic,Lunar Silver,Punjab,42.9
130,Alsvin,Changan,1500,Sedan,Fair,2022,33000,Petrol,Automatic,White,Islamabad,39.5
131,Alsvin,Changan,1500,Sedan,Excellent,2022,31500,Petrol,Automatic,White,Sindh,35.7
132,Alsvin,Changan,1500,Sedan,Good,2021,58000,Petrol,Automatic,White,Sindh,34.5
133,Alsvin,Changan,1500,Sedan,Good,2023,29000,Petrol,Automatic,Silver,Karachi,37.5
134,Alsvin,Changan,1500,Sedan,Fair,2021,24549,Petrol,Automatic,White,Islamabad,39.15
135,Alsvin,Changan,1300,Sedan,Excellent,2021,36000,Petrol,Manual,White,Islamabad,35.0
136,Alsvin,Changan,1500,Sedan,Fair,2022,31000,Petrol,Automatic,Grey,Punjab,37.8
137,Alsvin,Changan,1500,Sedan,Excellent,2021,58000,Petrol,Automatic,Black,Islamabad,35.95
138,Alsvin,Changan,1500,Sedan,Good,2022,58000,Petrol,Automatic,White,Islamabad,38.5
139,Alsvin,Changan,1500,Sedan,Good,2022,20000,Petrol,Automatic,Steller White,Islamabad,38.95
140,Alsvin,Changan,1500,Sedan,Excellent,2022,40000,Petrol,Automatic,Grey,Karachi,36.0
141,Alsvin,Changan,1500,Sedan,Excellent,2021,35000,Petrol,Automatic,White,Sindh,34.5
142,Alsvin,Changan,1500,Sedan,Excellent,2022,60000,Petrol,Automatic,Silver,Punjab,36.0
143,Alsvin,Changan,1500,Sedan,Excellent,2021,42,Petrol,Automatic,Steller White,Islamabad,38.0
144,Alsvin,Changan,1300,Sedan,Excellent,2022,11000,Petrol,Manual,Black,Islamabad,35.0
145,Alsvin,Changan,1500,Sedan,Good,2022,38000,Petrol,Automatic,Steller White,Islamabad,42.5
146,Alsvin,Changan,1500,Sedan,Excellent,2022,32000,Petrol,Automatic,Black,Islamabad,37.5
147,Alsvin,Changan,1500,Sedan,Excellent,2021,52000,Petrol,Automatic,Steller White,Punjab,36.65
148,Alsvin,Changan,1500,Sedan,Excellent,2021,64300,Petrol,Automatic,Steller White,Islamabad,36.45
149,Alsvin,Changan,1500,Sedan,Good,2021,29000,Petrol,Automatic,Steller White,Sindh,35.9
150,Alsvin,Changan,1500,Sedan,Excellent,2022,28000,Petrol,Automatic,Grey,Punjab,37.5
151,Alsvin,Changan,1500,Sedan,Fair,2021,29000,Petrol,Automatic,Steller White,Punjab,36.5
152,Alsvin,Changan,1500,Sedan,Excellent,2021,29000,Petrol,Automatic,Steller White,Punjab,36.5
153,Alsvin,Changan,1500,Sedan,Excellent,2021,14000,Petrol,Automatic,Steller White,Sindh,37.0
154,Alsvin,Changan,1500,Sedan,Excellent,2022,20500,Petrol,Automatic,White,Lahore,38.0
155,Alsvin,Changan,1500,Sedan,Excellent,2022,35000,Petrol,Automatic,White,Punjab,35.5
156,Alsvin,Changan,1500,Sedan,Excellent,2022,19500,Petrol,Automatic,Space Gray,Islamabad,44.0
157,Alsvin,Changan,1500,Sedan,Good,2022,42509,Petrol,Automatic,Galaxy Black,Punjab,41.5
158,Alsvin,Changan,1300,Sedan,Excellent,2021,62000,Petrol,Manual,Royal Blue,Punjab,32.0
159,Alsvin,Changan,1500,Sedan,Excellent,2021,10200,Petrol,Automatic,Steller White,Islamabad,42.0
160,Alsvin,Changan,1500,Sedan,Excellent,2022,27000,Petrol,Automatic,Galaxy Black,Lahore,42.0
161,Alsvin,Changan,1500,Sedan,Fair,2021,66000,Petrol,Automatic,Galaxy Black,Punjab,33.0
162,Alsvin,Changan,1500,Sedan,Excellent,2022,12500,Petrol,Automatic,Steller White,Islamabad,43.5
163,Alsvin,Changan,1500,Sedan,Fair,2022,20600,Petrol,Automatic,White,Sindh,37.95
164,Alsvin,Changan,1500,Sedan,Good,2022,43000,Petrol,Automatic,Steller White,Punjab,39.3
165,Alsvin,Changan,1500,Sedan,Fair,2022,56000,Petrol,Automatic,Cosmic Red,Lahore,37.5
166,Alsvin,Changan,1500,Sedan,Excellent,2022,20000,Petrol,Automatic,Space Gray,Punjab,38.0
167,Alsvin,Changan,1300,Sedan,Good,2022,50000,Petrol,Manual,Steller White,Punjab,35.0
168,Alsvin,Changan,1500,Sedan,Good,2023,11158,Petrol,Automatic,Black,Karachi,42.7
169,Alsvin,Changan,1500,Sedan,Good,2023,6720,Petrol,Automatic,Steller White,Karachi,43.0
170,Alsvin,Changan,1500,Sedan,Poor,2022,34065,Petrol,Automatic,Steller White,Karachi,39.0
171,Alsvin,Changan,1500,Sedan,Good,2022,31000,Petrol,Automatic,Steller White,Punjab,37.7
172,Alsvin,Changan,1500,Sedan,Excellent,2021,21971,Petrol,Automatic,Lunar Silver,Sindh,36.0
173,Alsvin,Changan,1500,Sedan,Good,2021,63627,Petrol,Automatic,Steller White,Karachi,35.0
174,Alsvin,Changan,1500,Sedan,Excellent,2021,50000,Petrol,Automatic,Steller White,Punjab,37.85
175,Alsvin,Changan,1500,Sedan,Good,2021,20800,Petrol,Automatic,Lunar Silver,Islamabad,38.0
176,Alsvin,Changan,1500,Sedan,Good,2021,28100,Petrol,Automatic,Nebula Blue,Islamabad,37.8
177,Alsvin,Changan,1500,Sedan,Excellent,2022,28000,Petrol,Automatic,White,Islamabad,33.8
178,Alsvin,Changan,1500,Sedan,Excellent,2022,45000,Petrol,Automatic,Blue,Islamabad,38.8
179,Alsvin,Changan,1500,Sedan,Excellent,2024,100,Petrol,Automatic,Galaxy Black,Un-Registered,48.0
180,Alsvin,Changan,1500,Sedan,Good,2021,72500,Petrol,Automatic,White,Lahore,19.0
181,Alsvin,Changan,1500,Sedan,Excellent,2021,46100,Petrol,Automatic,White,Islamabad,37.0
182,Alsvin,Changan,1500,Sedan,Fair,2022,10000,Petrol,Automatic,Cosmic Red,Lahore,36.5
183,Alsvin,Changan,1500,Sedan,Fair,2021,10000,Petrol,Automatic,Steller White,Punjab,39.9
184,Alsvin,Changan,1500,Sedan,Excellent,2024,7000,Petrol,Automatic,Steller White,Islamabad,42.5
185,Alsvin,Changan,1500,Sedan,Excellent,2021,13000,Petrol,Automatic,Steller White,Punjab,38.5
186,Alsvin,Changan,1500,Sedan,Good,2023,20000,Petrol,Automatic,White,Punjab,42.5
187,Alsvin,Changan,1500,Sedan,Good,2022,35500,Petrol,Automatic,Black,Sindh,37.0
188,Alsvin,Changan,1500,Sedan,Poor,2022,39000,Petrol,Automatic,Steller White,Punjab,39.85
189,Alsvin,Changan,1500,Sedan,Excellent,2021,74000,Petrol,Automatic,Steller White,Karachi,33.0
190,Alsvin,Changan,1500,Sedan,Good,2022,21000,Petrol,Automatic,Steller White,Islamabad,41.5
191,Alsvin,Changan,1500,Sedan,Good,2022,33916,Petrol,Automatic,Steller White,Karachi,36.5
192,Alsvin,Changan,1500,Sedan,Excellent,2022,42491,Petrol,Automatic,Space Gray,Islamabad,41.0
193,Alsvin,Changan,1500,Sedan,Good,2022,39000,Petrol,Automatic,Steller White,Lahore,39.0
194,Alsvin,Changan,1500,Sedan,Poor,2021,65000,Petrol,Automatic,Steller White,Punjab,36.5
195,Alsvin,Changan,1500,Sedan,Fair,2022,32025,Petrol,Automatic,White,Punjab,39.9
196,Alsvin,Changan,1500,Sedan,Excellent,2022,35000,Petrol,Automatic,Space Gray,Karachi,38.0
197,Alsvin,Changan,1300,Sedan,Fair,2021,82500,Petrol,Manual,Steller White,Karachi,28.5
198,Alsvin,Changan,1500,Sedan,Good,2023,55000,Petrol,Automatic,Grey,Punjab,38.9
199,Alsvin,Changan,1500,Sedan,Excellent,2021,47,Petrol,Automatic,White,Punjab,34.0
200,Alsvin,Changan,1500,Sedan,Excellent,2021,9300,Petrol,Automatic,Black,Islamabad,41.0
201,Alsvin,Changan,1500,Sedan,Excellent,2023,2,Petrol,Automatic,Steller White,Un-Registered,47.0
202,Alsvin,Changan,1500,Sedan,Good,2021,59000,Petrol,Automatic,White,Islamabad,35.5
203,Alsvin,Changan,1500,Sedan,Excellent,2021,60000,Petrol,Automatic,Steller White,Punjab,39.5
204,Alsvin,Changan,1300,Sedan,Excellent,2021,65000,Petrol,Manual,White,Punjab,31.25
205,Alsvin,Changan,1300,Sedan,Excellent,2021,61000,Petrol,Manual,Silver,Punjab,29.0
206,Alsvin,Changan,1500,Sedan,Excellent,2021,21000,Petrol,Automatic,Red,Karachi,34.5
207,Alsvin,Changan,1500,Sedan,Excellent,2022,5418,Petrol,Automatic,White,Punjab,43.5
208,Alsvin,Changan,1500,Sedan,Excellent,2021,43000,Petrol,Automatic,Steller White,Punjab,38.0
209,Alsvin,Changan,1500,Sedan,Excellent,2021,43664,Petrol,Automatic,Silver,Islamabad,38.8
210,Alsvin,Changan,1500,Sedan,Excellent,2022,39000,Petrol,Automatic,Galaxy Black,Islamabad,40.0
211,Alsvin,Changan,1300,Sedan,Good,2022,10000,Petrol,Manual,Grey,Karachi,36.0
212,Alsvin,Changan,1500,Sedan,Excellent,2022,48000,Petrol,Automatic,Black,Punjab,38.95
213,Alsvin,Changan,1500,Sedan,Excellent,2021,38000,Petrol,Automatic,Steller White,Sindh,34.5
214,Alsvin,Changan,1300,Sedan,Excellent,2021,31000,Petrol,Manual,White,Islamabad,33.0
215,Alsvin,Changan,1300,Sedan,Excellent,2021,36000,Petrol,Manual,Black,Sindh,32.0
216,Alsvin,Changan,1300,Sedan,Excellent,2022,44500,Petrol,Manual,Space Gray,Punjab,34.0
217,Alsvin,Changan,1500,Sedan,Excellent,2022,13000,Petrol,Automatic,Steller White,Sindh,42.0
218,Alsvin,Changan,1500,Sedan,Good,2021,25000,Petrol,Automatic,Lunar Silver,Rawalpindi,37.8
219,Alsvin,Changan,1500,Sedan,Excellent,2022,29000,Petrol,Automatic,Lunar Silver,Karachi,37.5
220,Alsvin,Changan,1500,Sedan,Excellent,2021,42200,Petrol,Automatic,White,Islamabad,35.75
221,Alsvin,Changan,1500,Sedan,Good,2022,21000,Petrol,Automatic,Steller White,Islamabad,41.5
222,Alsvin,Changan,1500,Sedan,Excellent,2021,89000,Petrol,Automatic,White,Punjab,36.5
223,Alsvin,Changan,1500,Sedan,Fair,2022,46300,Petrol,Automatic,Steller White,Lahore,38.49
224,Alsvin,Changan,1500,Sedan,Good,2021,41000,Petrol,Automatic,Steller White,Punjab,37.5
225,Alsvin,Changan,1500,Sedan,Excellent,2021,50000,Petrol,Automatic,Steller White,Punjab,35.0
226,Alsvin,Changan,1500,Sedan,Excellent,2022,40000,Petrol,Automatic,Silver,Islamabad,39.5
227,Alsvin,Changan,1300,Sedan,Excellent,2021,45000,Petrol,Manual,Steller White,Punjab,31.5
228,Alsvin,Changan,1500,Sedan,Good,2021,64500,Petrol,Automatic,White,Islamabad,36.8
229,Alsvin,Changan,1500,Sedan,Excellent,2021,48000,Petrol,Automatic,White,Islamabad,37.0
230,Alsvin,Changan,1500,Sedan,Good,2021,40000,Petrol,Automatic,White,Sindh,36.4
231,Alsvin,Changan,1500,Sedan,Good,2022,22500,Petrol,Automatic,Steller White,Karachi,37.5
232,Alsvin,Changan,1500,Sedan,Good,2021,21000,Petrol,Automatic,Steller White,Punjab,37.2
233,Alsvin,Changan,1500,Sedan,Excellent,2021,50000,Petrol,Automatic,White,Punjab,39.0
234,Alsvin,Changan,1500,Sedan,Excellent,2022,55000,Petrol,Automatic,Space Gray,Punjab,38.0
235,Alsvin,Changan,1300,Sedan,Excellent,2022,10,Petrol,Manual,Steller White,Un-Registered,36.0
236,Alsvin,Changan,1300,Sedan,Good,2021,68000,Petrol,Manual,White,Lahore,32.5
237,Alsvin,Changan,1500,Sedan,Excellent,2021,25000,Petrol,Automatic,Space Gray,Karachi,35.8
238,Alsvin,Changan,1500,Sedan,Good,2021,26800,Petrol,Automatic,White,Islamabad,38.3
239,Alsvin,Changan,1500,Sedan,Excellent,2022,20600,Petrol,Automatic,White,Sindh,37.95
240,Alsvin,Changan,1500,Sedan,Good,2021,17200,Petrol,Automatic,Black,Punjab,35.7
241,Alsvin,Changan,1300,Sedan,Excellent,2021,71500,Petrol,Manual,Steller White,Peshawar,32.5
242,Alsvin,Changan,1500,Sedan,Good,2021,39218,Petrol,Automatic,White,Punjab,34.5
243,Alsvin,Changan,1500,Sedan,Excellent,2021,55000,Petrol,Automatic,Steller White,Karachi,35.0
244,Alsvin,Changan,1500,Sedan,Excellent,2021,48500,Petrol,Automatic,Steller White,Punjab,40.0
245,Alsvin,Changan,1500,Sedan,Good,2021,66500,Petrol,Automatic,Steller White,Islamabad,37.0
246,Alsvin,Changan,1500,Sedan,Excellent,2022,45000,Petrol,Automatic,Galaxy Black,Punjab,37.5
247,Alsvin,Changan,1500,Sedan,Excellent,2021,41508,Petrol,Automatic,White,Sindh,36.5
248,Alsvin,Changan,1500,Sedan,Excellent,2021,41000,Petrol,Automatic,Steller White,Punjab,41.0
249,Alsvin,Changan,1500,Sedan,Excellent,2021,40000,Petrol,Automatic,Galaxy Black,Islamabad,39.0
250,Alsvin,Changan,1500,Sedan,Good,2021,30000,Petrol,Automatic,Grey,Lahore,34.75
251,Alsvin,Changan,1500,Sedan,Good,2021,51400,Petrol,Automatic,White,Lahore,36.5
252,Alsvin,Changan,1500,Sedan,Fair,2022,36162,Petrol,Automatic,White,Lahore,39.5
253,Alsvin,Changan,1500,Sedan,Excellent,2022,19000,Petrol,Automatic,Steller White,Punjab,42.0
254,Alsvin,Changan,1500,Sedan,Good,2022,45000,Petrol,Automatic,Steller White,Islamabad,39.8
255,Alsvin,Changan,1500,Sedan,Excellent,2021,25680,Petrol,Automatic,Silver,Islamabad,42.0
256,Alsvin,Changan,1500,Sedan,Excellent,2022,32500,Petrol,Automatic,Lunar Silver,Islamabad,40.5
